ts_iso,t_rel_s,board,valid,dist_m,raw_hex,dt_s,fps
2025-10-31 10:39:16,8.2777,0,1,160.300,fb 03 00 04 01 00 43 06 4c,0.1107,9.036
2025-10-31 10:39:16,8.3863,0,1,160.200,fb 03 00 04 01 00 42 06 4b,0.1085,9.213
2025-10-31 10:39:16,8.4962,0,1,159.500,fb 03 00 04 01 00 3b 06 44,0.1100,9.094
2025-10-31 10:39:16,8.6032,0,1,159.600,fb 03 00 04 01 00 3c 06 45,0.1070,9.346
2025-10-31 10:39:16,8.7103,0,1,160.000,fb 03 00 04 01 00 40 06 49,0.1070,9.343
2025-10-31 10:39:16,8.8141,0,1,160.200,fb 03 00 04 01 00 42 06 4b,0.1038,9.629
2025-10-31 10:39:16,8.9117,0,1,159.300,fb 03 00 04 01 00 39 06 42,0.0976,10.244
2025-10-31 10:39:16,9.0207,0,1,160.200,fb 03 00 04 01 00 42 06 4b,0.1090,9.173
2025-10-31 10:39:16,9.1182,0,1,160.200,fb 03 00 04 01 00 42 06 4b,0.0974,10.262
2025-10-31 10:39:17,9.2185,0,1,160.600,fb 03 00 04 01 00 46 06 4f,0.1003,9.971
2025-10-31 10:39:17,9.3227,0,1,160.300,fb 03 00 04 01 00 43 06 4c,0.1042,9.598
2025-10-31 10:39:17,9.4179,0,1,160.300,fb 03 00 04 01 00 43 06 4c,0.0953,10.497
2025-10-31 10:39:17,9.5145,0,1,160.600,fb 03 00 04 01 00 46 06 4f,0.0966,10.352
2025-10-31 10:39:17,9.6102,0,1,160.400,fb 03 00 04 01 00 44 06 4d,0.0957,10.447
2025-10-31 10:39:17,9.7100,0,1,159.200,fb 03 00 04 01 00 38 06 41,0.0998,10.021
2025-10-31 10:39:17,9.8093,0,1,160.800,fb 03 00 04 01 00 48 06 51,0.0992,10.076
2025-10-31 10:39:17,9.9048,0,1,159.700,fb 03 00 04 01 00 3d 06 46,0.0955,10.473
2025-10-31 10:39:17,10.0146,0,1,159.800,fb 03 00 04 01 00 3e 06 47,0.1098,9.104
2025-10-31 10:39:17,10.1135,0,1,159.400,fb 03 00 04 01 00 3a 06 43,0.0989,10.113
2025-10-31 10:39:18,10.2151,0,1,159.500,fb 03 00 04 01 00 3b 06 44,0.1016,9.842
2025-10-31 10:39:18,10.3193,0,1,159.500,fb 03 00 04 01 00 3b 06 44,0.1042,9.594
2025-10-31 10:39:18,10.4184,0,1,159.900,fb 03 00 04 01 00 3f 06 48,0.0991,10.093
2025-10-31 10:39:18,10.5160,0,1,159.800,fb 03 00 04 01 00 3e 06 47,0.0976,10.245
2025-10-31 10:39:18,10.6154,0,1,160.300,fb 03 00 04 01 00 43 06 4c,0.0994,10.063
2025-10-31 10:39:18,10.7125,0,1,160.100,fb 03 00 04 01 00 41 06 4a,0.0971,10.296
2025-10-31 10:39:18,10.8151,0,1,160.400,fb 03 00 04 01 00 44 06 4d,0.1026,9.749
2025-10-31 10:39:18,10.9130,0,1,160.100,fb 03 00 04 01 00 41 06 4a,0.0980,10.209
2025-10-31 10:39:18,11.0113,0,1,159.500,fb 03 00 04 01 00 3b 06 44,0.0982,10.181
2025-10-31 10:39:18,11.1181,0,1,159.500,fb 03 00 04 01 00 3b 06 44,0.1068,9.360
2025-10-31 10:39:19,11.2203,0,1,159.500,fb 03 00 04 01 00 3b 06 44,0.1022,9.784
2025-10-31 10:39:19,11.3268,0,1,159.500,fb 03 00 04 01 00 3b 06 44,0.1065,9.386
2025-10-31 10:39:19,11.4265,0,1,160.100,fb 03 00 04 01 00 41 06 4a,0.0997,10.031
2025-10-31 10:39:19,11.5274,0,1,159.300,fb 03 00 04 01 00 39 06 42,0.1009,9.911
2025-10-31 10:39:19,11.6348,0,1,159.600,fb 03 00 04 01 00 3c 06 45,0.1073,9.317
2025-10-31 10:39:19,11.7331,0,1,159.900,fb 03 00 04 01 00 3f 06 48,0.0983,10.169
2025-10-31 10:39:19,11.8364,0,1,160.500,fb 03 00 04 01 00 45 06 4e,0.1033,9.680
2025-10-31 10:39:19,11.9350,0,1,160.200,fb 03 00 04 01 00 42 06 4b,0.0985,10.149
2025-10-31 10:39:19,12.0419,0,1,160.200,fb 03 00 04 01 00 42 06 4b,0.1069,9.351
2025-10-31 10:39:19,12.1436,0,1,160.000,fb 03 00 04 01 00 40 06 49,0.1017,9.829
